ID,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,ImageURL,Category
31,What is the most common mechanism of anterior cruciate ligament (ACL) injury?,Contact injury with valgus stress,Non-contact pivoting injury,Hyperextension injury,Direct blow to the knee,Posterior drawer force,B,Most ACL injuries (70-80%) occur through non-contact mechanisms,typically during pivoting,Knee,
52,. How would you manage this fracture?,Immediate wound closure and casting,External fixation and then close the wound after 48 hours,Intramedullary nail fixation and then close the wound within 24 hours,Intramedullary nail fixation and then close the wound after 48 hours,Intramedullary nail fixation and immediate wound closure,B,Casting is only used for very stable grade 1 and 2 open fractures which have minimal soft tissue damage.,,Trauma
18,. What factors would you not consider when deciding which muscle is devitalized during debridement?,Color,Consistency,Compressibility,Capacity to bleed,Contractility,C,Excise all devitalized tissue. Muscle provides an excellent environment for bacteria to flourish. Thus,extensive debridement of contaminated and devascularized tissue should be completed. Attention to the classic Cs of muscle viability can assist the decision for excision: color,Trauma,
Ch2_Q1,Which of the following is not a cause of a swan neck deformity?,Mallet deformity,Flexor tendon tenosynovitis,Volar plate rupture,Central slip rupture,Lateral band subluxation,D,Swan neck deformity is secondary to an imbalance between flexors and extensors with a variable contribution from the intrinsic muscles. Central slip rupture is the cause of a Boutonnière deformity.,,Hand and Wrist
Ch2_Q2,When performing a replant of an amputated finger which of the following is the correct order of surgery?,Bone Artery Extensor Flexor Nerve Vein,Artery Bone Vein Extensor Flexor Nerve,Artery Bone Extensor Flexor Vein Nerve,Bone Extensor Flexor Artery Nerve Vein,Bone Extensor Flexor Artery Vein Nerve,D,This is a well-known order. A useful way of remembering it is BE a FAN of V. A stable platform is needed for reconstruction. Then the deep structures must be repaired before the delicate arterial and nerve repairs.,,Hand and Wrist
Ch2_Q3,When performing flexor tendon repair which of the following pulleys must be preserved?,A2 and A4,A2 only,A2 and C2,A2 and A3,A3 only,A,Any exposure of the flexor tendons in their sheath and pulley system runs the risk of disrupting a magnificent engineering wonder. The pulleys serve a very important function in creating strong lever arms for the tendons. The most important of these are the A2 and A4 pulleys. Transection results in bow-stringing with subsequent weakness of flexion.,,Hand and Wrist
Ch2_Q4,A Stener lesion is significant because?,Adductor aponeurosis interposition between the proximally based avulsed ligament impairs ligament healing,Adductor aponeurosis interposition between the distally based avulsed ligament impairs ligament healing,Skiing is an increasingly popular sport,It involves partial and complete ulnar collateral ligament rupture,It is associated with a fleck sign on the X-ray,B,In 1962 Stener described the lesion. It only occurs in complete rupture and it is thus important to clinically differentiate complete and incomplete ruptures. If the aponeurosis is interposed then complete healing of the distal fragment will not take place and despite the period of immobilization there will be excess ulnar laxity.,,Hand and Wrist
Ch2_Q5,Which of the following regarding metacarpal neck fractures is true?,Up to 35° of angulation of the index and middle finger can be accepted,Up to 40° of angulation of the little and ring finger can be accepted,Metacarpal neck fractures should never be operated upon unless it is an open injury,The Jahss position is the correct position to immobilize a manipulated metacarpal neck fracture,Up to 15° of angulation of the index and middle finger can be accepted,E,Most hand surgeons would agree that there is between 15 and 30° of mobility at the carpometacarpal (CMC) joint of the ring and little fingers. This allows the surgeon to accept large amounts of deformity at the distal metacarpal neck fracture. There is consensus on the index and to a lesser degree middle finger. They do not have much compensation so 10-15° is the maximum allowed deformity.,,Hand and Wrist
Ch2_Q6,When reducing a Smith's or volar Barton's fracture the reduction manoeuvre should include?,Supination only,Extension only,Extension and supination,Extension and pronation,Flexion and supination,C,This question tests the understanding of the deforming forces of a fracture. Extension and supination are necessary to overcome the pronation rotatory deformity that the volar displaced fragment undergoes.,,Hand and Wrist
Ch2_Q7,A 22-year-old medical student was slightly intoxicated and fell onto his extended wrist while his forearm was pronated. He has pain and a clicking sensation on the ulnar side of his wrist. X-rays and nerve conduction studies are normal. The most likely diagnosis is?,Scapholunate dissociation,Hook of hamate fracture,Triangular fibrocartilage complex (TFCC) tear,Piso-triquetral subluxation,Extensor carpi ulnaris (ECU) subluxation,C,Once again mechanism of injury and mechanics are key to understanding the injury. Wrist pain must always be divided into radial dorsal and ulna. Then according to the anatomy of the region specific signs and limited special investigations a diagnosis can be made. TFCC tears are either acute or chronic and have been classified by Palmer.,,Hand and Wrist
Ch2_Q8,If a 28-year-old male motorbiker had a complex distal radius fracture (volar fixation required) and acute severe carpal tunnel syndrome which of the following surgical approaches would be correct?,Perform a Henry's approach and a separate very ulnar carpal tunnel incision,Observe the carpal tunnel syndrome for 48 hours after surgery,Perform a Henry's approach and a separate carpal tunnel incision,Continue Henry's approach across the wrist with an S curve and decompress the carpal tunnel,Continue Henry's approach across the wrist and decompress the carpal tunnel,C,In severe wrist trauma the median nerve may be under a lot of pressure. It is not acceptable to watch and wait as there will only be more swelling post-operatively. The wrist crease must always be crossed with an S shape but in this case two separate incisions are key to prevent injury to the palmar cutaneous branch of the median nerve.,,Hand and Wrist
Ch2_Q9,Which of the following is not a sign of an unstable scaphoid fracture?,Vertical oblique fracture,Comminuted fracture,>1 mm displacement,Associated perilunate injury,Scapholunate angle <60°,E,This question is a test of the indications for fixation of a scaphoid fracture. The unstable fracture generally needs fixation. Other signs of instability include radiolunate angle >15° scapholunate angle >60° intrascaphoid angles >35° and a proximal pole fracture.,,Hand and Wrist
Ch2_Q10,In Wartenburg syndrome the compression takes place between?,Brachioradialis and extensor carpi radialis longus (ECRL) in pronation,Brachioradialis and ECRL in supination,ECRL and extensor carpi radialis brevis (ECRB),Abductor pollicis longus (APL) extensor pollicis brevis (EPB) and ECRL ECRB,Brachioradialis and flexor carpi radialis (FCR),A,The superficial branch of the radial nerve is compressed as it is squeezed between the brachioradialis and ECRL in pronation. This must not be confused with intersection syndrome pain associated with the crossing of the first and second dorsal extensor compartments associated with repetitive movements of the wrist.,,Hand and Wrist
